color,fuelTypeId,fuelType,id,km,make,makeId,model,modelId,price,province,provinceId,title,transmissionType,transmissionTypeId,year,seller_type,bodyType,cubicCapacity,doors,hp,url,publicationDate,fecha
WHITE,1,Diésel,54263955,87756,AUDI,4,A5,611,32950,Valencia,46,AUDI A5 S line 2.0 TDI 140kW S tronic Cabrio,AUTOMATIC,1,2017,profesional,Cabrio,1968,2,190,https://www.coches.net/audi-a5-s-line-20-tdi-140kw-s-tronic-cabrio-diesel-2017-en-valencia-54263955-covo.aspx,2023-04-07T171245+0200,2023-04-09T181431+0200
GRAY,1,Diésel,53333609,123000,AUDI,4,A3,345,17900,Girona,17,AUDI A3 Sportback 1.6 TDI clean 110 S tro S line 5p,AUTOMATIC,1,2015,profesional,Berlina,1598,5,110,https://www.coches.net/audi-a3-sportback-16-tdi-clean-110-s-tro-s-line-diesel-2015-en-girona-53333609-covo.aspx,2023-04-06T165737+0200,2023-04-09T181446+0200
RED,1,Diésel,54694462,135000,AUDI,4,A3,345,17900,Girona,17,AUDI A3 S line edition 2.0 TDI 110kW Sedan,MANUAL,2,2016,profesional,Berlina,1968,4,150,https://www.coches.net/audi-a3-s-line-edition-20-tdi-110kw-sedan-diesel-2017-en-girona-54694462-covo.aspx,2023-04-06T165437+0200,2023-04-09T181500+0200
BLUE,2,Gasolina,54755967,145000,AUDI,4,A5,611,26900,Jaén,23,AUDI A5 1.4 TFSI 110kW 150CV S tron Sportback 5p,AUTOMATIC,1,2018,profesional,Berlina,1395,5,150,https://www.coches.net/audi-a5-14-tfsi-110kw-150cv-s-tron-sportback-gasolina-2018-en-jaen-54755967-covo.aspx,2023-04-06T164937+0200,2023-04-09T181516+0200
BLACK,1,Diésel,53832421,46000,AUDI,4,A6,27,73900,Córdoba,14,AUDI A6 Avant S6 TDI 257kW 349CV quattro tiptr,AUTOMATIC,1,2019,profesional,Familiar,2967,5,350,https://www.coches.net/audi-a6-avant-s6-tdi-257kw-349cv-quattro-tiptr-diesel-2019-en-cordoba-53832421-covo.aspx,2023-04-06T164037+0200,2023-04-09T181533+0200
BLACK,1,Diésel,53449874,168189,AUDI,4,A4,7,22490,Cádiz,11,AUDI A4 2.0 TDI clean d 190CV quattro S line ed,AUTOMATIC,1,2016,profesional,Berlina,1968,4,190,https://www.coches.net/audi-a4-20-tdi-140kw190cv-s-tronic-sport-edit-diesel-2016-en-sevilla-53449874-covo.aspx,2023-04-06T163836+0200,2023-04-09T181544+0200
WHITE,1,Diésel,54188503,149952,AUDI,4,Q3,999,16790,Barcelona,8,AUDI Q3 2.0 TDI 140cv S line edition 5p,MANUAL,2,2013,profesional,4x4 SUV,1968,5,140,https://www.coches.net/audi-q3-20-tdi-140cv-s-line-edition-diesel-2013-en-barcelona-54188503-covo.aspx,2023-04-06T163836+0200,2023-04-09T181601+0200
RED,2,Gasolina,53784468,69459,AUDI,4,A5,611,30850,Murcia,30,AUDI A5 sport 1.4 TFSI 110kW S tronic Sportback 5p,AUTOMATIC,1,2018,profesional,Berlina,1395,5,150,https://www.coches.net/audi-a5-sport-14-tfsi-110kw-s-tronic-sportback-5p-gasolina-2018-en-murcia-53784468-covo.aspx,2023-04-07T000000+0200,2023-04-09T181610+0200
WHITE,1,Diésel,54719006,24000,AUDI,4,Q3 Sportback,1293,42900,Pontevedra,36,AUDI Q3 Sportback S line 35 TDI 110kW 150CV S tronic 5p,AUTOMATIC,1,2020,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q3-sportback-s-line-35-tdi-110kw-150cv-s-tronic-5p-diesel-2020-en-pontevedra-54719006-covo.aspx,2023-04-06T163537+0200,2023-04-09T181625+0200
BLUE,1,Diésel,54739741,152485,AUDI,4,Q7,571,35000,Madrid,28,AUDI Q7 3.0 TDI 272CV quattro tiptronic Sport 5p,AUTOMATIC,1,2015,profesional,4x4 SUV,2967,5,272,https://www.coches.net/audi-q7-30-tdi-272cv-quattro-tiptronic-sport-5p-diesel-2015-en-madrid-54739741-covo.aspx,2023-04-06T163037+0200,2023-04-09T181634+0200
BLACK,1,Diésel,54689064,17083,AUDI,4,A3,345,34900,Madrid,28,AUDI A3 Sportback Genuine 35 TDI 110kW S tronic 5p,AUTOMATIC,1,2022,profesional,Berlina,1968,5,150,https://www.coches.net/audi-a3-sportback-genuine-35-tdi-110kw-s-tronic-5p-diesel-2022-en-madrid-54689064-covo.aspx,2023-04-06T163036+0200,2023-04-09T181643+0200
GRAY,2,Gasolina,54810727,60000,AUDI,4,A3,345,42950,Barcelona,8,AUDI A3 S3 Sportback TFSI 221kW quattro S tronic 5p,AUTOMATIC,1,2019,profesional,Berlina,1984,5,300,https://www.coches.net/audi-a3-s3-sportback-tfsi-221kw-quattro-s-tronic-gasolina-2019-en-barcelona-54810727-covo.aspx,2023-04-06T162713+0200,2023-04-09T181658+0200
BLACK,1,Diésel,53816928,171280,AUDI,4,A4,7,15900,Pontevedra,36,AUDI A4 Avant 2.0 TDI 150cv 5p,AUTOMATIC,1,2013,profesional,Familiar,1968,5,150,https://www.coches.net/audi-a4-avant-20-tdi-150cv-diesel-2013-en-pontevedra-53816928-covo.aspx,2023-04-07T162744+0200,2023-04-09T181711+0200
GRAY,1,Diésel,54810704,48000,AUDI,4,Q2,1199,32450,Barcelona,8,AUDI Q2 S line 30 TDI 85kW 116CV S tronic 5p,AUTOMATIC,1,2021,profesional,4x4 SUV,1968,5,116,https://www.coches.net/audi-q2-s-line-30-tdi-85kw-116cv-s-tronic-diesel-2021-en-barcelona-54810704-covo.aspx,2023-04-06T162258+0200,2023-04-09T181719+0200
GRAY,1,Diésel,54758901,79331,AUDI,4,A3,345,20890,Alicante,3,AUDI A3 30 TDI 85kW 116CV Sedan 4p,AUTOMATIC,1,2018,profesional,Berlina,1598,4,116,https://www.coches.net/audi-a3-30-tdi-85kw-116cv-sedan-4p-diesel-2019-en-alicante-54758901-covo.aspx,2023-04-06T162236+0200,2023-04-09T181729+0200
GRAY,2,Gasolina,52916832,130000,AUDI,4,A3,345,40990,Madrid,28,AUDI A3 RS 3 2.5 TFSI quattro S tronic Sportback 5p,AUTOMATIC,1,2017,profesional,Berlina,2480,5,400,https://www.coches.net/audi-a3-rs-3-25-tfsi-quattro-s-tronic-sportback-gasolina-2017-en-madrid-52916832-covo.aspx,2023-04-06T162036+0200,2023-04-09T181740+0200
GRAY,1,Diésel,54179610,123119,AUDI,4,A5,611,27990,Granada,18,AUDI A5 Sportback 3.0 TDI 245 quat Str S line ed,AUTOMATIC,1,2014,profesional,Berlina,2967,5,245,https://www.coches.net/audi-a5-sportback-30-tdi-245-quat-str-s-line-ed-diesel-2014-en-granada-54179610-covo.aspx,2023-04-06T161736+0200,2023-04-09T181755+0200
WHITE,1,Diésel,54778889,19246,AUDI,4,A3,345,29900,Tarragona,43,AUDI A3 Sportback Advanced 30 TDI 85kW 116CV 5p,MANUAL,2,2021,profesional,Berlina,1968,5,116,https://www.coches.net/audi-a3-sportback-advanced-30-tdi-85kw-116cv-5p-diesel-2021-en-tarragona-54778889-covo.aspx,2023-04-06T161637+0200,2023-04-09T181810+0200
WHITE,2,Gasolina,54778890,32262,AUDI,4,A3,345,27900,Tarragona,43,AUDI A3 Sportback Advanced 30 TFSI 81kW 110CV 5p,MANUAL,2,2021,profesional,Berlina,999,5,110,https://www.coches.net/audi-a3-sportback-advanced-30-tfsi-81kw-110cv-5p-gasolina-2021-en-tarragona-54778890-covo.aspx,2023-04-06T161637+0200,2023-04-09T181825+0200
BROWN,1,Diésel,52784210,105000,AUDI,4,A6,27,23500,Madrid,28,AUDI A6 2.0 TDI 110kW150CV ultra S tron Avant 5p,AUTOMATIC,1,2017,profesional,Familiar,1968,5,150,https://www.coches.net/audi-a6-20-tdi-110kw150cv-ultra-s-tron-avant-diesel-2017-en-madrid-52784210-covo.aspx,2023-04-06T161636+0200,2023-04-09T181839+0200
BLACK,2,Gasolina,54810638,143874,AUDI,4,A6 allroad quattro,1023,22750,Málaga,29,AUDI A6 allroad quattro 3.0 TFSI 310cv quattro S tronic,AUTOMATIC,1,2013,profesional,Familiar,2995,5,310,https://www.coches.net/audi-a6-allroad-quattro-30-tfsi-310cv-quattro-s-tronic-gasolina-2013-en-malaga-54810638-covo.aspx,2023-04-06T165732+0200,2023-04-09T181847+0200
GREEN,2,Gasolina,54805047,77265,AUDI,4,A5,611,39490,Valladolid,47,AUDI A5 S line 2.0 TFSI 140kW MHEV S tron Cabrio 2p,AUTOMATIC,1,2018,profesional,Cabrio,1984,2,190,https://www.coches.net/audi-a5-s-line-20-tfsi-140kw-mhev-s-tron-cabrio-2p-gasolina-2018-en-valladolid-54805047-covo.aspx,2023-04-06T160236+0200,2023-04-09T181856+0200
BLACK,1,Diésel,54043243,144000,AUDI,4,SQ5,1048,44900,Murcia,30,AUDI SQ5 3.0 TDI 326CV quattro tiptro Competition,AUTOMATIC,1,2016,profesional,4x4 SUV,2967,5,326,https://www.coches.net/audi-sq5-30-tdi-326cv-quattro-tiptro-competition-diesel-2016-en-murcia-54043243-covo.aspx,2023-04-06T160043+0200,2023-04-09T181908+0200
WHITE,4,Híbrido,54403191,11780,AUDI,4,A4,7,46900,Granada,18,AUDI A4 Avant Black line 35 TDI 120kW S tronic 5p,AUTOMATIC,1,2022,profesional,Familiar,1968,5,163,https://www.coches.net/audi-a4-avant-black-line-35-tdi-120kw-s-tronic-5p-electrico-hibrido-2022-en-granada-54403191-covo.aspx,2023-04-06T160043+0200,2023-04-09T181917+0200
WHITE,2,Gasolina,54716219,46589,AUDI,4,A1,966,17900,Alicante,3,AUDI A1 Adrenalin 1.0 TFSI 70kW 95CV Sportback 5p,MANUAL,2,2018,profesional,Berlina,999,5,95,https://www.coches.net/audi-a1-adrenalin-10-tfsi-70kw-95cv-sportback-5p-gasolina-2018-en-alicante-54716219-covo.aspx,2023-04-07T000000+0200,2023-04-09T181931+0200
WHITE,2,Gasolina,54718730,17718,AUDI,4,Q2,1199,33900,Madrid,28,AUDI Q2 Advanced 35 TFSI 110kW 150CV S tronic 5p,AUTOMATIC,1,2022,profesional,4x4 SUV,1498,5,150,https://www.coches.net/audi-q2-advanced-35-tfsi-110kw-150cv-s-tronic-5p-gasolina-2022-en-madrid-54718730-covo.aspx,2023-04-06T155648+0200,2023-04-09T181941+0200
GRAY,1,Diésel,54810562,146000,AUDI,4,A5,611,42900,Zamora,49,AUDI A5 3.0 TDI 160kW quattro S tronic Sportback 5p,MANUAL,2,2017,particular,Berlina,2967,5,218,https://www.coches.net/audi-a5-30-tdi-160kw-quattro-s-tronic-sportback-5p-diesel-2017-en-zamora-54810562-covo.aspx,2023-04-06T155318+0200,2023-04-09T181950+0200
GRAY,1,Diésel,54262853,124000,AUDI,4,Q3,999,21890,Cádiz,11,AUDI Q3 Sport edition 2.0 TDI 110kW 150CV,MANUAL,2,2018,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q3-sport-edition-20-tdi-110kw-150cv-diesel-2018-en-cadiz-54262853-covo.aspx,2023-04-07T155742+0200,2023-04-09T181959+0200
BLACK,2,Gasolina,54256623,103000,AUDI,4,A1,966,18900,Cádiz,11,AUDI A1 Black Line 30 TFSI 85kW Sportback 5p,MANUAL,2,2018,profesional,Berlina,999,5,116,https://www.coches.net/audi-a1-black-line-30-tfsi-85kw-sportback-gasolina-2018-en-cadiz-54256623-covo.aspx,2023-04-06T154147+0200,2023-04-09T182016+0200
BLACK,1,Diésel,54810518,140000,AUDI,4,A3,345,14990,Barcelona,8,AUDI A3 S line edition 1.6 TDI Sedan,MANUAL,2,2016,profesional,Berlina,1598,4,110,https://www.coches.net/audi-a3-s-line-edition-16-tdi-sedan-diesel-2016-en-barcelona-54810518-covo.aspx,2023-04-06T153635+0200,2023-04-09T182027+0200
GRAY,1,Diésel,54591151,32401,AUDI,4,A3,345,26800,Barcelona,8,AUDI A3 Sportback Advanced 30 TDI 85kW 116CV 5p,MANUAL,2,2021,profesional,Berlina,1968,5,116,https://www.coches.net/audi-a3-sportback-advanced-30-tdi-85kw-116cv-5p-diesel-2022-en-barcelona-54591151-covo.aspx,2023-04-06T153345+0200,2023-04-09T182037+0200
WHITE,2,Gasolina,54810497,45000,AUDI,4,A1,966,19500,Valencia,46,AUDI A1 Adrenalin 1.0 TFSI 70kW 95CV Sportback 5p,MANUAL,2,2018,particular,Berlina,999,5,95,https://www.coches.net/audi-a1-adrenalin-10-tfsi-70kw-95cv-sportback-5p-gasolina-2018-en-valencia-54810497-covo.aspx,2023-04-06T153338+0200,2023-04-09T182048+0200
WHITE,1,Diésel,54805091,85853,AUDI,4,Q5,904,30490,Valladolid,47,AUDI Q5 2.0 TDI 110kW 150CV 5p,MANUAL,2,2018,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q5-20-tdi-110kw-150cv-5p-diesel-2018-en-valladolid-54805091-covo.aspx,2023-04-06T152745+0200,2023-04-09T182104+0200
BLACK,1,Diésel,54751847,21975,AUDI,4,Q3 Sportback,1293,40900,Cádiz,11,AUDI Q3 Sportback Advanced 35 TDI 110kW 150CV S tronic 5p,AUTOMATIC,1,2022,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q3-sportback-advanced-35-tdi-110kw-150cv-s-tronic-5p-diesel-2022-en-cadiz-54751847-covo.aspx,2023-04-06T152651+0200,2023-04-09T182119+0200
BLUE,7,Gas natural (CNG),54169536,25481,AUDI,4,A3,345,22490,Granada,18,AUDI A3 Sportback Design 30 gtron 96kW S tronic 5p,MANUAL,2,2019,profesional,Berlina,1498,5,131,https://www.coches.net/audi-a3-sportback-design-30-gtron-96kw-s-tronic-5p-otros-2019-en-granada-54169536-covo.aspx,2023-04-06T152649+0200,2023-04-09T182131+0200
RED,1,Diésel,54643737,20682,AUDI,4,A3,345,35800,Madrid,28,AUDI A3 Sportback S line 30 TDI 85kW S tronic 5p,AUTOMATIC,1,2022,profesional,Berlina,1968,5,116,https://www.coches.net/audi-a3-sportback-s-line-30-tdi-85kw-s-tronic-5p-diesel-2022-en-madrid-54643737-covo.aspx,2023-04-09T151542+0200,2023-04-09T182140+0200
GRAY,4,Híbrido,53148404,39870,AUDI,4,Q8,1255,94900,Madrid,28,AUDI Q8 50 TDI 210kW S Line quattro tiptronic 5p,AUTOMATIC,1,2021,profesional,4x4 SUV,2967,5,286,https://www.coches.net/audi-q8-50-tdi-210kw-s-line-quattro-tiptronic-5p-electrico-hibrido-2021-en-madrid-53148404-covo.aspx,2023-04-06T151944+0200,2023-04-09T182150+0200
WHITE,1,Diésel,54448117,116000,AUDI,4,Q3,999,30800,Huesca,22,AUDI Q3 Advanced 35 TDI 110kW 150CV S tronic,AUTOMATIC,1,2020,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q3-advanced-35-tdi-110kw-150cv-s-tronic-diesel-2020-en-huesca-54448117-covo.aspx,2023-04-06T151845+0200,2023-04-09T182159+0200
BLUE,1,Diésel,54755668,96283,AUDI,4,A4,7,21950,Madrid,28,AUDI A4 2.0 TDI 110kW150CV Advanced edition 4p,MANUAL,2,2018,profesional,Berlina,1968,4,150,https://www.coches.net/audi-a4-20-tdi-110kw150cv-advanced-edition-4p-diesel-2017-en-madrid-54755668-covo.aspx,2023-04-06T151845+0200,2023-04-09T182212+0200
GRAY,1,Diésel,54214892,13000,AUDI,4,Q2,1199,34500,Vizcaya,48,AUDI Q2 S line 30 TDI 85kW 116CV S tronic,AUTOMATIC,1,2022,profesional,4x4 SUV,1968,5,116,https://www.coches.net/audi-q2-s-line-30-tdi-85kw-116cv-s-tronic-diesel-2022-en-vizcaya-54214892-covo.aspx,2023-04-06T151745+0200,2023-04-09T182227+0200
BLUE,1,Diésel,53674867,86000,AUDI,4,Q5,904,32800,Zamora,49,AUDI Q5 Design 2.0 TDI 140kW quattro S tronic 5p,AUTOMATIC,1,2017,profesional,4x4 SUV,1968,5,190,https://www.coches.net/audi-q5-design-20-tdi-140kw-quattro-s-tronic-diesel-2017-en-zamora-53674867-covo.aspx,2023-04-06T151645+0200,2023-04-09T182237+0200
BROWN,1,Diésel,54392829,115400,AUDI,4,A3,345,12990,Valencia,46,AUDI A3 1.6 TDI 105cv Attraction 3p,MANUAL,2,2013,profesional,Berlina,1598,3,105,https://www.coches.net/audi-a3-16-tdi-105cv-attraction-3p-diesel-2013-en-valencia-54392829-covo.aspx,2023-04-06T151545+0200,2023-04-09T182247+0200
BLUE,2,Gasolina,54810382,82000,AUDI,4,RS4,416,43995,Valencia,46,AUDI RS4 Avant 4.2 FSI 450cv quattro 5p,AUTOMATIC,1,2015,profesional,Familiar,4163,5,450,https://www.coches.net/audi-rs4-avant-42-fsi-450cv-quattro-5p-gasolina-2015-en-valencia-54810382-covo.aspx,2023-04-07T000000+0200,2023-04-09T182302+0200
BLUE,2,Gasolina,54810378,82000,AUDI,4,RS4,416,43995,Alicante,3,AUDI RS4 Avant 4.2 FSI 450cv quattro 5p,AUTOMATIC,1,2015,profesional,Familiar,4163,5,450,https://www.coches.net/audi-rs4-avant-42-fsi-450cv-quattro-5p-gasolina-2015-en-alicante-54810378-covo.aspx,2023-04-07T000000+0200,2023-04-09T182314+0200
WHITE,1,Diésel,54231809,32300,AUDI,4,Q3 Sportback,1293,45990,Sevilla,41,AUDI Q3 Sportback 35 TDI 110kW 150CV S tronic,AUTOMATIC,1,2020,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q3-sportback-35-tdi-110kw-150cv-s-tronic-diesel-2020-en-sevilla-54231809-covo.aspx,2023-04-09T105943+0200,2023-04-09T182327+0200
WHITE,2,Gasolina,53918683,54000,AUDI,4,A1,966,17900,Las Palmas,35,AUDI A1 Sportback 25 TFSI 70kW 95CV 5p,MANUAL,2,2020,profesional,Berlina,999,5,95,https://www.coches.net/audi-a1-sportback-25-tfsi-70kw-95cv-gasolina-2020-en-las_palmas-53918683-covo.aspx,2023-04-06T150144+0200,2023-04-09T182338+0200
BLACK,1,Diésel,52963526,107030,AUDI,4,A5,611,31600,Granada,18,AUDI A5 2.0 TDI 140kW quattro S tronic Sportback 5p,AUTOMATIC,1,2018,profesional,Berlina,1968,5,190,https://www.coches.net/audi-a5-20-tdi-140kw-quattro-s-tronic-sportback-5p-diesel-2018-en-granada-52963526-covo.aspx,2023-04-06T145647+0200,2023-04-09T182352+0200
GRAY,2,Gasolina,54751867,32247,AUDI,4,A1,966,20500,Cádiz,11,AUDI A1 30 TFSI 85kW 116CV Sportback 5p,MANUAL,2,2019,profesional,Berlina,999,5,116,https://www.coches.net/audi-a1-30-tfsi-85kw-116cv-sportback-5p-gasolina-2019-en-cadiz-54751867-covo.aspx,2023-04-06T145146+0200,2023-04-09T182401+0200
GRAY,1,Diésel,53458656,42556,AUDI,4,A5,611,33500,Sevilla,41,AUDI A5 Sport 35 TDI 110kW S tronic Sportback 5p,AUTOMATIC,1,2019,profesional,Berlina,1968,5,150,https://www.coches.net/audi-a5-sport-35-tdi-110kw-s-tronic-sportback-5p-diesel-2019-en-sevilla-53458656-covo.aspx,2023-04-06T144244+0200,2023-04-09T182412+0200
BLACK,2,Gasolina,54699326,17120,AUDI,4,Q2,1199,29500,Barcelona,8,AUDI Q2 S line 35 TFSI 110kW 150CV 5p,MANUAL,2,2021,profesional,4x4 SUV,1498,5,150,https://www.coches.net/audi-q2-s-line-35-tfsi-110kw-150cv-5p-gasolina-2020-en-barcelona-54699326-covo.aspx,2023-04-09T000000+0200,2023-04-09T182421+0200
WHITE,1,Diésel,54196934,140000,AUDI,4,A3,345,20990,Badajoz,6,AUDI A3 S line edition 2.0 TDI 110kW Sportback,MANUAL,2,2018,profesional,Berlina,1968,5,150,https://www.coches.net/audi-a3-s-line-edition-20-tdi-110kw-sportback-diesel-2018-en-badajoz-54196934-covo.aspx,2023-04-07T144242+0200,2023-04-09T182431+0200
BLACK,1,Diésel,54774968,145000,AUDI,4,A4,7,14499,Córdoba,14,AUDI A4 2.0 TDI 177 multitronic Advanced edition 4p,AUTOMATIC,1,2013,profesional,Berlina,1968,4,177,https://www.coches.net/audi-a4-20-tdi-177-multitronic-advanced-edition-diesel-2013-en-cordoba-54774968-covo.aspx,2023-04-07T000000+0200,2023-04-09T182441+0200
GRAY,1,Diésel,53490124,29038,AUDI,4,Q3,999,39000,León,24,AUDI Q3 Black line 35 TDI 110kW 150CV S tronic,AUTOMATIC,1,2021,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q3-black-line-35-tdi-110kw-150cv-s-tronic-diesel-2021-en-leon-53490124-covo.aspx,2023-04-06T143444+0200,2023-04-09T182455+0200
WHITE,1,Diésel,53027057,130000,AUDI,4,A4 Allroad Quattro,925,24950,Barcelona,8,AUDI A4 Allroad Quattro 2.0 TDI clean diesel 190CV S tro quattro,AUTOMATIC,1,2015,profesional,Familiar,1968,5,190,https://www.coches.net/audi-a4-allroad-quattro-20-tdi-clean-diesel-190cv-s-tro-quattro-diesel-2015-en-barcelona-53027057-covo.aspx,2023-04-06T142745+0200,2023-04-09T182508+0200
WHITE,1,Diésel,52912180,111562,AUDI,4,Q2,1199,23900,Málaga,29,AUDI Q2 Advanced 30 TDI 85kW 116CV S tronic 5p,AUTOMATIC,1,2019,profesional,4x4 SUV,1598,5,116,https://www.coches.net/audi-q2-advanced-30-tdi-85kw-116cv-s-tronic-5p-diesel-2019-en-malaga-52912180-covo.aspx,2023-04-06T142744+0200,2023-04-09T182517+0200
BLACK,2,Gasolina,54810217,20000,AUDI,4,A3,345,52900,Málaga,29,AUDI A3 S3 Sportback TFSI 228kW quattro S tronic,AUTOMATIC,1,2022,profesional,Berlina,1984,5,310,https://www.coches.net/audi-a3-s3-sportback-tfsi-228kw-quattro-s-tronic-gasolina-2022-en-malaga-54810217-covo.aspx,2023-04-06T142618+0200,2023-04-09T182527+0200
BLUE,1,Diésel,54745651,96283,AUDI,4,A4,7,21950,Madrid,28,AUDI A4 2.0 TDI 110kW150CV Advanced edition 4p,MANUAL,2,2018,profesional,Berlina,1968,4,150,https://www.coches.net/audi-a4-20-tdi-110kw150cv-advanced-edition-4p-diesel-2017-en-madrid-54745651-covo.aspx,2023-04-06T142544+0200,2023-04-09T182543+0200
GRAY,1,Diésel,53272885,129000,AUDI,4,A5,611,18480,Cádiz,11,AUDI A5 Sportback 2.0 TDI 150cv multitronic,AUTOMATIC,1,2013,profesional,Berlina,1968,5,150,https://www.coches.net/audi-a5-sportback-20-tdi-150cv-multitronic-diesel-2013-en-sevilla-53272885-covo.aspx,2023-04-06T142444+0200,2023-04-09T182551+0200
WHITE,1,Diésel,54544477,80100,AUDI,4,A1,966,16100,Huelva,21,AUDI A1 Sportback 1.6 TDI 116CV Adrenalin2 5p,MANUAL,2,2016,profesional,Berlina,1598,5,116,https://www.coches.net/audi-a1-sportback-16-tdi-116cv-adrenalin2-5p-diesel-2016-en-huelva-54544477-covo.aspx,2023-04-09T130318+0200,2023-04-09T182607+0200
BLACK,1,Diésel,53795837,76008,AUDI,4,A4,7,23990,Valencia,46,AUDI A4 Advanced ed 2.0 TDI 90kW 122CV Avant 5p,MANUAL,2,2018,profesional,Familiar,1968,5,122,https://www.coches.net/audi-a4-advanced-ed-20-tdi-90kw-122cv-avant-5p-diesel-2018-en-valencia-53795837-covo.aspx,2023-04-06T141344+0200,2023-04-09T182619+0200
GRAY,2,Gasolina,54454617,14409,AUDI,4,A1,966,23900,Asturias,33,AUDI A1 Sportback Adrenalin 25 TFSI 70kW 95CV 5p,MANUAL,2,2022,profesional,Berlina,999,5,95,https://www.coches.net/audi-a1-sportback-adrenalin-25-tfsi-70kw-95cv-5p-gasolina-2022-en-asturias-54454617-covo.aspx,2023-04-06T141044+0200,2023-04-09T182635+0200
BLACK,2,Gasolina,54407344,58000,AUDI,4,Q5,904,53900,Madrid,28,AUDI Q5 SQ5 3.0 TFSI 260kW quattro triptronic 5p,AUTOMATIC,1,2018,profesional,4x4 SUV,2995,5,354,https://www.coches.net/audi-q5-sq5-30-tfsi-260kw-quattro-triptronic-gasolina-2018-en-madrid-54407344-covo.aspx,2023-04-07T141241+0200,2023-04-09T182647+0200
WHITE,1,Diésel,54778337,79145,AUDI,4,A3,345,20999,Madrid,28,AUDI A3 design edition 1.6 TDI S tronic Sportb 5p,AUTOMATIC,1,2018,profesional,Berlina,1598,5,116,https://www.coches.net/audi-a3-design-edition-16-tdi-s-tronic-sportb-5p-diesel-2018-en-madrid-54778337-covo.aspx,2023-04-06T140846+0200,2023-04-09T182700+0200
BLACK,1,Diésel,53920961,116000,AUDI,4,Q3,999,24500,Alicante,3,AUDI Q3 Sport edition 2.0 TDI 150CV quatt S tron 5p,AUTOMATIC,1,2016,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q3-sport-edition-20-tdi-150cv-quatt-s-tron-5p-diesel-2016-en-alicante-53920961-covo.aspx,2023-04-07T202313+0200,2023-04-09T182714+0200
GRAY,1,Diésel,54664866,76102,AUDI,4,Q2,1199,26450,Madrid,28,AUDI Q2 sport ed 2.0 TDI 110kW quattro S tronic 5p,AUTOMATIC,1,2018,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q2-sport-ed-20-tdi-110kw-quattro-s-tronic-5p-diesel-2018-en-madrid-54664866-covo.aspx,2023-04-06T140344+0200,2023-04-09T182727+0200
RED,2,Gasolina,54810121,148531,AUDI,4,A3,345,11995,Sta. C. Tenerife,38,AUDI A3 Sportback 1.2 TFSI S tronic S line edit 5p,AUTOMATIC,1,2014,profesional,Berlina,1197,5,105,https://www.coches.net/audi-a3-sportback-12-tfsi-s-tronic-s-line-edit-5p-gasolina-2014-en-sta_c_tenerife-54810121-covo.aspx,2023-04-06T140315+0200,2023-04-09T182736+0200
WHITE,1,Diésel,54810071,139101,AUDI,4,A3,345,20990,A Coruña,15,AUDI A3 Sportback 35 TDI 110kW 150CV S tronic,AUTOMATIC,1,2019,profesional,Berlina,1968,5,150,https://www.coches.net/audi-a3-sportback-35-tdi-110kw-150cv-s-tronic-diesel-2019-en-a_coruna-54810071-covo.aspx,2023-04-06T141740+0200,2023-04-09T182746+0200
RED,2,Gasolina,54388250,73401,AUDI,4,A1,966,22850,Valencia,46,AUDI A1 Sportback Adrenalin 30 TFSI 85kW S tron 5p,AUTOMATIC,1,2020,profesional,Berlina,999,5,116,https://www.coches.net/audi-a1-sportback-adrenalin-30-tfsi-85kw-s-tron-5p-gasolina-2020-en-valencia-54388250-covo.aspx,2023-04-07T000000+0200,2023-04-09T182800+0200
WHITE,2,Gasolina,54497435,32000,AUDI,4,Q2,1199,24900,Sta. C. Tenerife,38,AUDI Q2 Advanced 30 TFSI 85kW 116CV,MANUAL,2,2019,profesional,4x4 SUV,999,5,116,https://www.coches.net/audi-q2-advanced-30-tfsi-85kw-116cv-gasolina-2019-en-sta_c_tenerife-54497435-covo.aspx,2023-04-09T161840+0200,2023-04-09T182812+0200
GRAY,7,Gas natural (CNG),50149786,95000,AUDI,4,A3,345,14999,Madrid,28,AUDI A3 Sportback gtron 1.4 TFSI S tro Ambition 5p,AUTOMATIC,1,2015,profesional,Berlina,1395,5,110,https://www.coches.net/audi-a3-sportback-gtron-14-tfsi-s-tro-ambition-5p-otros-2015-en-madrid-50149786-covo.aspx,2023-04-07T135742+0200,2023-04-09T182824+0200
WHITE,1,Diésel,54810046,115501,AUDI,4,Q3,999,19890,Barcelona,8,AUDI Q3 2.0 TDI 150CV,MANUAL,2,2016,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q3-20-tdi-150cv-diesel-2016-en-barcelona-54810046-covo.aspx,2023-04-06T135220+0200,2023-04-09T182836+0200
