color,fuelTypeId,fuelType,id,km,make,makeId,model,modelId,price,province,provinceId,title,transmissionType,transmissionTypeId,year,seller_type,bodyType,cubicCapacity,doors,hp,url,publicationDate,fecha
WHITE,5,Híbrido enchufable,54205206,10160,AUDI,4,A3,345,35799,Madrid,28,AUDI A3 Sportback S line 40 TFSI e 150kW S tron 5p,AUTOMATIC,1,2021,profesional,Berlina,1395,5,204,https://www.coches.net/audi-a3-sportback-s-line-40-tfsi-e-150kw-s-tron-5p-electrico-hibrido-2020-en-madrid-54205206-covo.aspx,2023-04-09T101942+0200,2023-04-09T163231+0200
BLACK,2,Gasolina,53894586,69990,AUDI,4,A4,7,24900,Huelva,21,AUDI A4 Advanced 35 TFSI 110kW 150CV 4p,MANUAL,2,2019,profesional,Berlina,1984,4,150,https://www.coches.net/audi-a4-advanced-35-tfsi-110kw-150cv-4p-gasolina-2019-en-huelva-53894586-covo.aspx,2023-04-08T100043+0200,2023-04-09T163241+0200
WHITE,2,Gasolina,53894587,49286,AUDI,4,Q3,999,35900,Huelva,21,AUDI Q3 35 TFSI 110kW 150CV S tronic 5p,AUTOMATIC,1,2019,profesional,4x4 SUV,1498,5,150,https://www.coches.net/audi-q3-35-tfsi-110kw-150cv-s-tronic-gasolina-2019-en-huelva-53894587-covo.aspx,2023-04-08T095942+0200,2023-04-09T163251+0200
WHITE,1,Diésel,54231734,32300,AUDI,4,Q3 Sportback,1293,45990,Cádiz,11,AUDI Q3 Sportback 35 TDI 110kW 150CV S tronic,AUTOMATIC,1,2020,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q3-sportback-35-tdi-110kw-150cv-s-tronic-diesel-2020-en-cadiz-54231734-covo.aspx,2023-04-08T095942+0200,2023-04-09T163304+0200
WHITE,1,Diésel,53610085,75600,AUDI,4,A1,966,18500,Burgos,9,AUDI A1 Sportback 1.6 TDI 116CV Attraction 5p,MANUAL,2,2016,profesional,Berlina,1598,5,116,https://www.coches.net/audi-a1-sportback-16-tdi-116cv-attraction-5p-diesel-2016-en-burgos-53610085-covo.aspx,2023-04-09T150446+0200,2023-04-09T163316+0200
GREEN,2,Gasolina,53921009,79172,AUDI,4,A1,966,22600,Huelva,21,AUDI A1 S Line 30 TFSI 85kW 116CV Sportback 5p,MANUAL,2,2019,profesional,Berlina,999,5,116,https://www.coches.net/audi-a1-epic-edition-30-tfsi-85kw-sportback-gasolina-2019-en-huelva-53921009-covo.aspx,2023-04-08T095843+0200,2023-04-09T163328+0200
BLACK,1,Diésel,54748083,88263,AUDI,4,A4,7,20990,Vizcaya,48,AUDI A4 2.0 TDI 110kW 150CV Avant 5p,MANUAL,2,2017,profesional,Familiar,1968,5,150,https://www.coches.net/audi-a4-20-tdi-110kw-150cv-avant-5p-diesel-2017-en-vizcaya-54748083-covo.aspx,2023-04-08T095543+0200,2023-04-09T163338+0200
GRAY,1,Diésel,54587524,77000,AUDI,4,A3,345,23000,Navarra,31,AUDI A3 Sportback 2.0 TDI clean 150 S tro S line 5p,AUTOMATIC,1,2016,profesional,Berlina,1968,5,150,https://www.coches.net/audi-a3-sportback-20-tdi-clean-150-s-tro-s-line-5p-diesel-2016-en-navarra-54587524-covo.aspx,2023-04-08T095442+0200,2023-04-09T163354+0200
WHITE,1,Diésel,54678174,109757,AUDI,4,A4,7,18950,Madrid,28,AUDI A4 2.0 TDI 150cv Advanced edition 4p,MANUAL,2,2016,profesional,Berlina,1968,4,150,https://www.coches.net/audi-a4-20-tdi-150cv-advanced-edition-4p-diesel-2016-en-madrid-54678174-covo.aspx,2023-04-08T095442+0200,2023-04-09T163410+0200
WHITE,1,Diésel,54716435,39548,AUDI,4,Q8,1255,77990,A Coruña,15,AUDI Q8 50 TDI 210kW 286CV quattro tiptronic 5p,AUTOMATIC,1,2019,profesional,4x4 SUV,2967,5,286,https://www.coches.net/audi-q8-50-tdi-210kw-286cv-quattro-tiptronic-5p-diesel-2019-en-a_coruna-54716435-covo.aspx,2023-04-08T095243+0200,2023-04-09T163423+0200
WHITE,1,Diésel,54805524,85853,AUDI,4,Q5,904,30490,Madrid,28,AUDI Q5 2.0 TDI 110kW 150CV 5p,MANUAL,2,2018,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q5-20-tdi-110kw-150cv-5p-diesel-2018-en-madrid-54805524-covo.aspx,2023-04-09T103743+0200,2023-04-09T163437+0200
GRAY,1,Diésel,54805490,113928,AUDI,4,A5,611,31490,Madrid,28,AUDI A5 2.0 TDI 110kW S tronic Sportback 5p,AUTOMATIC,1,2018,profesional,Berlina,1968,5,150,https://www.coches.net/audi-a5-20-tdi-110kw-s-tronic-sportback-5p-diesel-2018-en-madrid-54805490-covo.aspx,2023-04-09T132740+0200,2023-04-09T163452+0200
RED,2,Gasolina,54402264,40552,AUDI,4,A1,966,21200,Alicante,3,AUDI A1 Sportback Advanced 25 TFSI 70kW 95CV 5p,MANUAL,2,2021,profesional,Berlina,999,5,95,https://www.coches.net/audi-a1-sportback-advanced-25-tfsi-70kw-95cv-5p-gasolina-2021-en-alicante-54402264-covo.aspx,2023-04-09T103442+0200,2023-04-09T163504+0200
BLACK,1,Diésel,54816818,148000,AUDI,4,Q2,1199,17600,Cádiz,11,AUDI Q2 Advanced 1.6 TDI 85kW 116CV,MANUAL,2,2017,profesional,4x4 SUV,1598,5,116,https://www.coches.net/audi-q2-advanced-16-tdi-85kw-116cv-diesel-2017-en-cadiz-54816818-covo.aspx,2023-04-09T000000+0200,2023-04-09T163513+0200
BLUE,1,Diésel,54656045,95500,AUDI,4,Q2,1199,26990,A Coruña,15,AUDI Q2 design ed 1.6 TDI 85kW 116CV S tronic 5p,AUTOMATIC,1,2018,profesional,4x4 SUV,1598,5,116,https://www.coches.net/audi-q2-design-ed-16-tdi-85kw-116cv-s-tronic-5p-diesel-2018-en-a_coruna-54656045-covo.aspx,2023-04-08T094443+0200,2023-04-09T163523+0200
GRAY,7,Gas natural (CNG),53974677,50600,AUDI,4,A4,7,28800,Pontevedra,36,AUDI A4 Avant S line 40 gtron S tronic 5p,AUTOMATIC,1,2019,profesional,Familiar,1984,5,170,https://www.coches.net/audi-a4-avant-s-line-40-gtron-s-tronic-5p-otros-2019-en-pontevedra-53974677-covo.aspx,2023-04-09T115843+0200,2023-04-09T163536+0200
BLACK,1,Diésel,54303837,149600,AUDI,4,A3,345,16300,Pontevedra,36,AUDI A3 2.0 TDI 150cv clean d. S line edition 3p,MANUAL,2,2014,profesional,Berlina,1968,3,150,https://www.coches.net/audi-a3-20-tdi-150cv-clean-d-s-line-edition-diesel-2014-en-pontevedra-54303837-covo.aspx,2023-04-08T094442+0200,2023-04-09T163548+0200
BLUE,1,Diésel,53488398,120100,AUDI,4,A3,345,20990,Madrid,28,AUDI A3 1.6 TDI 85kW 116CV S tronic Sedan 4p,AUTOMATIC,1,2017,profesional,Berlina,1598,4,116,https://www.coches.net/audi-a3-16-tdi-85kw-116cv-s-tronic-sedan-4p-diesel-2017-en-madrid-53488398-covo.aspx,2023-04-09T122238+0200,2023-04-09T163601+0200
BLUE,1,Diésel,53852012,127993,AUDI,4,A3,345,19290,Madrid,28,AUDI A3 S line edition 1.6 TDI 85kW Sportback 5p,MANUAL,2,2018,profesional,Berlina,1598,5,116,https://www.coches.net/audi-a3-s-line-edition-16-tdi-85kw-sportback-5p-diesel-2018-en-madrid-53852012-covo.aspx,2023-04-09T095942+0200,2023-04-09T163613+0200
WHITE,2,Gasolina,54205072,59788,AUDI,4,Q3,999,31900,Madrid,28,AUDI Q3 Advanced 35 TFSI 110kW 150CV S tronic 5p,AUTOMATIC,1,2019,profesional,4x4 SUV,1498,5,150,https://www.coches.net/audi-q3-advanced-35-tfsi-110kw-150cv-s-tronic-5p-gasolina-2019-en-madrid-54205072-covo.aspx,2023-04-08T094242+0200,2023-04-09T163625+0200
WHITE,1,Diésel,54805554,76676,AUDI,4,Q5,904,36990,Madrid,28,AUDI Q5 2.0 TDI 110kW 150CV 5p,AUTOMATIC,1,2018,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q5-20-tdi-110kw-150cv-5p-diesel-2018-en-madrid-54805554-covo.aspx,2023-04-09T135540+0200,2023-04-09T163640+0200
WHITE,2,Gasolina,54144367,43358,AUDI,4,Q3,999,30990,Málaga,29,AUDI Q3 Advanced 35 TFSI 110kW 150CV 5p,MANUAL,2,2019,profesional,4x4 SUV,1498,5,150,https://www.coches.net/audi-q3-advanced-35-tfsi-110kw-150cv-5p-gasolina-2019-en-malaga-54144367-covo.aspx,2023-04-09T095242+0200,2023-04-09T163649+0200
WHITE,2,Gasolina,52804087,145000,AUDI,4,A1,966,16500,Barcelona,8,AUDI A1 1.8 TFSI 192CV S tronic 3p,AUTOMATIC,1,2015,profesional,Berlina,1798,3,192,https://www.coches.net/audi-a1-18-tfsi-192cv-s-tronic-gasolina-2015-en-barcelona-52804087-covo.aspx,2023-04-08T093842+0200,2023-04-09T163704+0200
BLACK,1,Diésel,2 centros en Alcorcón,99995,AUDI,4,A4,7,23490,Ciudad Real,13,AUDI A4 2.0 TDI 190CV quattro S tronic 4p,AUTOMATIC,1,2017,profesional,Berlina,1968,4,190,https://www.coches.net/audi-a4-20-tdi-190cv-quattro-s-tronic-4p-diesel-2016-en-ciudad_real-54816798-covo.aspx,2023-04-09T000000+0200,2023-04-09T163720+0200
WHITE,2,Gasolina,54611071,54100,AUDI,4,A1,966,16850,Cantabria,39,AUDI A1 Adrenalin 1.0 TFSI 70kW 95CV Sportback 5p,MANUAL,2,2018,profesional,Berlina,999,5,95,https://www.coches.net/audi-a1-adrenalin-10-tfsi-70kw-95cv-sportback-5p-gasolina-2018-en-cantabria-54611071-covo.aspx,2023-04-08T093642+0200,2023-04-09T163732+0200
WHITE,2,Gasolina,54550903,49000,AUDI,4,Q3,999,34950,Las Palmas,35,AUDI Q3 Advanced 35 TFSI 110kW 150CV 5p,AUTOMATIC,1,2020,profesional,4x4 SUV,1498,5,150,https://www.coches.net/audi-q3-advanced-35-tfsi-110kw-150cv-gasolina-2020-en-las_palmas-54550903-covo.aspx,2023-04-09T133439+0200,2023-04-09T163747+0200
WHITE,2,Gasolina,52776997,26000,AUDI,4,A4,7,26950,Sta. C. Tenerife,38,AUDI A4 S line 35 TFSI 110kW 150CV S tronic,AUTOMATIC,1,2019,profesional,Berlina,1984,4,150,https://www.coches.net/audi-a4-s-line-35-tfsi-110kw-150cv-s-tronic-gasolina-2019-en-sta_c_tenerife-52776997-covo.aspx,2023-04-09T092741+0200,2023-04-09T163800+0200
GRAY,1,Diésel,53513550,126700,AUDI,4,A4,7,32990,Cádiz,11,AUDI A4 S line ed 3.0 TDI 200kW quatt tipt Avant,AUTOMATIC,1,2017,profesional,Familiar,2967,5,272,https://www.coches.net/audi-a4-s-line-ed-30-tdi-200kw-quatt-tipt-avant-diesel-2017-en-cadiz-53513550-covo.aspx,2023-04-08T093342+0200,2023-04-09T163814+0200
WHITE,4,Híbrido,54505080,24957,AUDI,4,A3,345,33690,Madrid,28,AUDI A3 Sportback S line 35 TFSI 110kW S tronic 5p,AUTOMATIC,1,2021,profesional,Berlina,1498,5,150,https://www.coches.net/audi-a3-sportback-s-line-35-tfsi-110kw-s-tronic-5p-electrico-hibrido-2021-en-madrid-54505080-covo.aspx,2023-04-08T093342+0200,2023-04-09T163823+0200
WHITE,1,Diésel,2 centros en Alcorcón,162500,AUDI,4,Q5,904,27990,Barcelona,8,AUDI Q5 2.0 TDI 120kW 163CV quattro S tronic 5p,AUTOMATIC,1,2018,profesional,4x4 SUV,1968,5,163,https://www.coches.net/audi-q5-20-tdi-120kw-163cv-quattro-s-tronic-5p-diesel-2018-en-barcelona-54816745-covo.aspx,2023-04-09T000000+0200,2023-04-09T163838+0200
RED,2,Gasolina,2 centros en Alcorcón,44963,AUDI,4,A1,966,21590,Barcelona,8,AUDI A1 S Line 30 TFSI 85kW 116CV Sportback 5p,MANUAL,2,2019,profesional,Berlina,999,5,116,https://www.coches.net/audi-a1-s-line-30-tfsi-85kw-116cv-sportback-5p-gasolina-2019-en-barcelona-54816743-covo.aspx,2023-04-09T000000+0200,2023-04-09T163852+0200
BLACK,1,Diésel,2 centros en Alcorcón,47413,AUDI,4,A1,966,16990,Barcelona,8,AUDI A1 Sportback 1.4 TDI 90CV ultra Attraction 5p,MANUAL,2,2016,profesional,Berlina,1422,5,90,https://www.coches.net/audi-a1-sportback-14-tdi-90cv-ultra-attraction-5p-diesel-2015-en-barcelona-54816744-covo.aspx,2023-04-09T000000+0200,2023-04-09T163902+0200
BLACK,1,Diésel,54336417,96000,AUDI,4,A6 allroad quattro,1023,53500,Albacete,2,AUDI A6 allroad quattro 3.0 50 TDI quattro tiptronic 5p,AUTOMATIC,1,2020,profesional,Familiar,2967,5,286,https://www.coches.net/audi-a6-allroad-quattro-30-50-tdi-quattro-tiptronic-diesel-2020-en-albacete-54336417-covo.aspx,2023-04-08T093242+0200,2023-04-09T163916+0200
GREEN,1,Diésel,54612944,33500,AUDI,4,Q5,904,43900,Málaga,29,AUDI Q5 Advanced 35 TDI 120kW S tronic 5p,AUTOMATIC,1,2020,profesional,4x4 SUV,1968,5,163,https://www.coches.net/audi-q5-advanced-35-tdi-120kw-s-tronic-diesel-2020-en-malaga-54612944-covo.aspx,2023-04-08T093242+0200,2023-04-09T163930+0200
BLUE,2,Gasolina,2 centros en Alcorcón,20237,AUDI,4,A1,966,22990,Barcelona,8,AUDI A1 30 TFSI 85kW 116CV Sportback 5p,MANUAL,2,2019,profesional,Berlina,999,5,116,https://www.coches.net/audi-a1-30-tfsi-85kw-116cv-sportback-5p-gasolina-2019-en-barcelona-54816734-covo.aspx,2023-04-09T000000+0200,2023-04-09T163944+0200
BLUE,1,Diésel,53357742,86727,AUDI,4,A3,345,22900,Lugo,27,AUDI A3 design edition 2.0 TDI Sportback,MANUAL,2,2017,profesional,Berlina,1968,5,150,https://www.coches.net/audi-a3-design-edition-20-tdi-sportback-diesel-2017-en-lugo-53357742-covo.aspx,2023-04-08T093142+0200,2023-04-09T163954+0200
RED,1,Diésel,54491397,55631,AUDI,4,A3,345,21950,Madrid,28,AUDI A3 design edition 1.6 TDI 85kW Sportback 5p,MANUAL,2,2018,profesional,Berlina,1598,5,116,https://www.coches.net/audi-a3-design-edition-16-tdi-85kw-sportback-5p-diesel-2017-en-madrid-54491397-covo.aspx,2023-04-08T093142+0200,2023-04-09T164008+0200
BLACK,1,Diésel,54816700,156000,AUDI,4,A4,7,19200,A Coruña,15,AUDI A4 2.0 TDI 90kW 122CV Avant 5p,MANUAL,2,2018,particular,Familiar,1968,5,122,https://www.coches.net/audi-a4-20-tdi-90kw-122cv-avant-5p-diesel-2018-en-a_coruna-54816700-covo.aspx,2023-04-08T093458+0200,2023-04-09T164020+0200
BLACK,1,Diésel,54816702,174400,AUDI,4,Q7,571,30000,Madrid,28,AUDI Q7 3.0 TDI 218CV ultra quattro tiptronic 5p,AUTOMATIC,1,2016,particular,4x4 SUV,2967,5,218,https://www.coches.net/audi-q7-30-tdi-218cv-ultra-quattro-tiptronic-5p-diesel-2016-en-madrid-54816702-covo.aspx,2023-04-08T144939+0200,2023-04-09T164033+0200
RED,2,Gasolina,54783078,58674,AUDI,4,A1,966,19995,Las Palmas,35,AUDI A1 Advanced 30 TFSI 85kW 116CV Sportback 5p,MANUAL,2,2019,profesional,Berlina,999,5,116,https://www.coches.net/audi-a1-advanced-30-tfsi-85kw-116cv-sportback-5p-gasolina-2019-en-las_palmas-54783078-covo.aspx,2023-04-08T092843+0200,2023-04-09T164046+0200
GRAY,4,Híbrido,54515583,26800,AUDI,4,Q5,904,96990,Madrid,28,AUDI Q5 SQ5 TDI Quattro 5p,AUTOMATIC,1,2022,profesional,4x4 SUV,2967,5,341,https://www.coches.net/audi-q5-sq5-tdi-quattro-5p-electrico-hibrido-2022-en-madrid-54515583-covo.aspx,2023-04-08T092842+0200,2023-04-09T164057+0200
WHITE,2,Gasolina,54697466,31620,AUDI,4,A1,966,21000,Madrid,28,AUDI A1 Sportback Advanced 25 TFSI 70kW 95CV 5p,MANUAL,2,2020,profesional,Berlina,999,5,95,https://www.coches.net/audi-a1-sportback-advanced-25-tfsi-70kw-95cv-5p-gasolina-2020-en-madrid-54697466-covo.aspx,2023-04-08T092842+0200,2023-04-09T164114+0200
GRAY,2,Gasolina,54809840,17829,AUDI,4,A1,966,27000,Baleares,7,AUDI A1 Sportback Adrenalin 25 TFSI 70kW 95CV 5p,MANUAL,2,2022,profesional,Berlina,999,5,95,https://www.coches.net/audi-a1-sportback-adrenalin-25-tfsi-70kw-95cv-5p-gasolina-2022-en-baleares-54809840-covo.aspx,2023-04-09T124356+0200,2023-04-09T164123+0200
GRAY,2,Gasolina,53864417,67400,AUDI,4,A3,345,21900,Málaga,29,AUDI A3 1.0 TFSI 85kW 116CV Sportback 5p,MANUAL,2,2018,profesional,Berlina,999,5,116,https://www.coches.net/audi-a3-10-tfsi-85kw-116cv-sportback-gasolina-2018-en-malaga-53864417-covo.aspx,2023-04-09T092242+0200,2023-04-09T164140+0200
WHITE,1,Diésel,53792842,29905,AUDI,4,A3,345,26800,Barcelona,8,AUDI A3 Sportback Advanced 30 TDI 85kW 116CV 5p,MANUAL,2,2021,profesional,Berlina,1968,5,116,https://www.coches.net/audi-a3-sportback-advanced-30-tdi-85kw-116cv-5p-diesel-2021-en-barcelona-53792842-covo.aspx,2023-04-08T092342+0200,2023-04-09T164151+0200
BLACK,1,Diésel,50591082,139000,AUDI,4,A4,7,13800,Toledo,45,AUDI A4 Avant 2.0 TDI 143cv multitronic 5p,AUTOMATIC,1,2012,profesional,Familiar,1968,5,143,https://www.coches.net/audi-a4-avant-20-tdi-143cv-multitronic-5p-diesel-2012-en-toledo-50591082-covo.aspx,2023-04-08T092242+0200,2023-04-09T164204+0200
GRAY,2,Gasolina,54610978,74350,AUDI,4,A1,966,20490,Almería,4,AUDI A1 Sportback 30 TFSI 85kW 116CV 5p,MANUAL,2,2020,profesional,Berlina,999,5,116,https://www.coches.net/audi-a1-sportback-30-tfsi-85kw-116cv-5p-gasolina-2020-en-almeria-54610978-covo.aspx,2023-04-09T130255+0200,2023-04-09T164217+0200
RED,2,Gasolina,54531391,38500,AUDI,4,A1,966,17490,Cantabria,39,AUDI A1 Adrenalin 1.0 TFSI 70kW 95CV Sportback 5p,MANUAL,2,2018,profesional,Berlina,999,5,95,https://www.coches.net/audi-a1-adrenalin-10-tfsi-70kw-95cv-sportback-5p-gasolina-2018-en-cantabria-54531391-covo.aspx,2023-04-08T091942+0200,2023-04-09T164229+0200
BLACK,4,Híbrido,54770586,60748,AUDI,4,A6,27,38400,Alicante,3,AUDI A6 Avant Design 40 TDI 150kW 204CV S tro. 5p,AUTOMATIC,1,2019,profesional,Familiar,1968,5,204,https://www.coches.net/audi-a6-avant-design-40-tdi-150kw-204cv-s-tro-5p-electrico-hibrido-2019-en-alicante-54770586-covo.aspx,2023-04-08T091844+0200,2023-04-09T164237+0200
GRAY,1,Diésel,54785375,52852,AUDI,4,Q3,999,33900,Alicante,3,AUDI Q3 Advanced 35 TDI 110kW 150CV S tronic 5p,AUTOMATIC,1,2019,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q3-advanced-35-tdi-110kw-150cv-s-tronic-5p-diesel-2019-en-alicante-54785375-covo.aspx,2023-04-08T091744+0200,2023-04-09T164254+0200
GRAY,2,Gasolina,54730543,60000,AUDI,4,A3,345,33500,Vizcaya,48,AUDI A3 Sportback S line 35 TFSI 110kW 150CV 5p,AUTOMATIC,1,2019,profesional,Berlina,1498,5,150,https://www.coches.net/audi-a3-sportback-s-line-35-tfsi-110kw-150cv-gasolina-2019-en-vizcaya-54730543-covo.aspx,2023-04-08T091743+0200,2023-04-09T164307+0200
WHITE,2,Gasolina,54796556,61105,AUDI,4,A1,966,16800,Valencia,46,AUDI A1 Adrenalin 1.0 TFSI 70kW 95CV Sportback 5p,MANUAL,2,2018,profesional,Berlina,999,5,95,https://www.coches.net/audi-a1-adrenalin-10-tfsi-70kw-95cv-sportback-5p-gasolina-2017-en-valencia-54796556-covo.aspx,2023-04-09T085641+0200,2023-04-09T164317+0200
GRAY,1,Diésel,54659592,156218,AUDI,4,A1,966,11790,Sevilla,41,AUDI A1 Sportback 1.6 TDI 90cv Attraction 5p,MANUAL,2,2014,profesional,Berlina,1598,5,90,https://www.coches.net/audi-a1-sportback-16-tdi-90cv-attraction-5p-diesel-2014-en-sevilla-54659592-covo.aspx,2023-04-08T091543+0200,2023-04-09T164332+0200
WHITE,1,Diésel,54807331,105900,AUDI,4,Q5,904,36800,Valencia,46,AUDI Q5 Design 40 TDI 140kW quattro S tronic 5p,AUTOMATIC,1,2018,profesional,4x4 SUV,1968,5,190,https://www.coches.net/audi-q5-design-40-tdi-140kw-quattro-s-tronic-5p-diesel-2019-en-valencia-54807331-covo.aspx,2023-04-09T085541+0200,2023-04-09T164341+0200
BLACK,1,Diésel,54813236,52755,AUDI,4,Q5,904,36800,Valencia,46,AUDI Q5 Design 40 TDI 140kW quattro S tronic 5p,AUTOMATIC,1,2018,profesional,4x4 SUV,1968,5,190,https://www.coches.net/audi-q5-design-40-tdi-140kw-quattro-s-tronic-5p-diesel-2019-en-valencia-54813236-covo.aspx,2023-04-09T085441+0200,2023-04-09T164352+0200
BLUE,1,Diésel,52047150,46578,AUDI,4,A4,7,30900,Málaga,29,AUDI A4 Avant S line 40 TDI 140kW S tronic 5p,AUTOMATIC,1,2019,profesional,Familiar,1968,5,190,https://www.coches.net/audi-a4-avant-20-tdi-150cv-s-line-edition-5p-diesel-2019-en-malaga-52047150-covo.aspx,2023-04-08T091342+0200,2023-04-09T164406+0200
GRAY,1,Diésel,53539131,52500,AUDI,4,Q3,999,40990,Burgos,9,AUDI Q3 Black line 35 TDI 110kW 150CV S tronic 5p,AUTOMATIC,1,2019,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q3-black-line-35-tdi-110kw-150cv-s-tronic-5p-diesel-2019-en-burgos-53539131-covo.aspx,2023-04-09T150203+0200,2023-04-09T164420+0200
BLACK,2,Gasolina,52918231,64000,AUDI,4,A3,345,27950,Barcelona,8,AUDI A3 Black line 40 TFSI 140kW S tronic Sedan,AUTOMATIC,1,2019,profesional,Berlina,1984,4,190,https://www.coches.net/audi-a3-black-line-40-tfsi-140kw-s-tronic-sedan-gasolina-2019-en-barcelona-52918231-covo.aspx,2023-04-08T091242+0200,2023-04-09T164434+0200
GRAY,1,Diésel,53554545,135798,AUDI,4,Q5,904,34990,Córdoba,14,AUDI Q5 3.0 TDI 210kW 286CV quattro tiptronic,AUTOMATIC,1,2018,profesional,4x4 SUV,2967,5,286,https://www.coches.net/audi-q5-30-tdi-210kw-286cv-quattro-tiptronic-diesel-2018-en-cordoba-53554545-covo.aspx,2023-04-08T091242+0200,2023-04-09T164447+0200
BLACK,1,Diésel,54806150,65226,AUDI,4,A3,345,24490,Madrid,28,AUDI A3 Sportback 30 TDI 85kW 116CV S tronic 5p,AUTOMATIC,1,2019,profesional,Berlina,1598,5,116,https://www.coches.net/audi-a3-sportback-30-tdi-85kw-116cv-s-tronic-5p-diesel-2019-en-madrid-54806150-covo.aspx,2023-04-09T153742+0200,2023-04-09T164504+0200
YELLOW,2,Gasolina,54569917,43000,AUDI,4,A1,966,27490,Valencia,46,AUDI A1 S Line 35 TFSI 110kW S tronic Sportback,AUTOMATIC,1,2019,profesional,Berlina,1498,5,150,https://www.coches.net/audi-a1-s-line-35-tfsi-110kw-s-tronic-sportback-gasolina-2019-en-valencia-54569917-covo.aspx,2023-04-08T090943+0200,2023-04-09T164514+0200
BLUE,1,Diésel,53982731,79382,AUDI,4,TT,360,33490,Barcelona,8,AUDI TT S line edition 2.0 TDI ultra Coupe 3p,AUTOMATIC,1,2017,profesional,Coupe,1968,3,184,https://www.coches.net/audi-tt-s-line-edition-20-tdi-ultra-coupe-3p-diesel-2017-en-barcelona-53982731-covo.aspx,2023-04-08T090942+0200,2023-04-09T164524+0200
BLUE,2,Gasolina,54201116,101000,AUDI,4,A3,345,19900,Barcelona,8,AUDI A3 35 TFSI 110kW 150CV S tronic Sportback,AUTOMATIC,1,2018,profesional,Berlina,1498,5,150,https://www.coches.net/audi-a3-35-tfsi-110kw-150cv-s-tronic-sportback-gasolina-2018-en-barcelona-54201116-covo.aspx,2023-04-08T090942+0200,2023-04-09T164533+0200
BLUE,1,Diésel,54786648,108110,AUDI,4,A3,345,19900,Valencia,46,AUDI A3 design edition 2.0 TDI 110kW Sedan 4p,MANUAL,2,2017,profesional,Berlina,1968,4,150,https://www.coches.net/audi-a3-design-edition-20-tdi-110kw-sedan-4p-diesel-2017-en-valencia-54786648-covo.aspx,2023-04-09T125039+0200,2023-04-09T164549+0200
GRAY,1,Diésel,52984269,103000,AUDI,4,A5,611,28805,Cáceres,10,AUDI A5 sport 2.0 TDI 140kW 190CV Sportback 5p,MANUAL,2,2018,profesional,Berlina,1968,5,190,https://www.coches.net/audi-a5-sport-20-tdi-140kw-190cv-sportback-diesel-2018-en-caceres-52984269-covo.aspx,2023-04-08T090441+0200,2023-04-09T164605+0200
GRAY,1,Diésel,54805508,80656,AUDI,4,A3,345,19990,Madrid,28,AUDI A3 1.6 TDI 85kW 116CV Sedan 4p,MANUAL,2,2017,profesional,Berlina,1598,4,116,https://www.coches.net/audi-a3-16-tdi-85kw-116cv-sedan-4p-diesel-2017-en-madrid-54805508-covo.aspx,2023-04-09T154142+0200,2023-04-09T164619+0200
BLACK,1,Diésel,54551033,131000,AUDI,4,Q3,999,18490,Barcelona,8,AUDI Q3 2.0 TDI 140cv quattro Ambition,AUTOMATIC,1,2014,profesional,4x4 SUV,1968,5,140,https://www.coches.net/audi-q3-20-tdi-140cv-quattro-ambition-diesel-2014-en-barcelona-54551033-covo.aspx,2023-04-08T090242+0200,2023-04-09T164632+0200
WHITE,2,Gasolina,52754190,26000,AUDI,4,A4,7,26950,Las Palmas,35,AUDI A4 S line 35 TFSI 110kW 150CV S tronic 4p,AUTOMATIC,1,2019,profesional,Berlina,1984,4,150,https://www.coches.net/audi-a4-s-line-35-tfsi-110kw-150cv-s-tronic-gasolina-2019-en-las_palmas-52754190-covo.aspx,2023-04-08T090042+0200,2023-04-09T164647+0200
WHITE,1,Diésel,54627352,75000,AUDI,4,A5,611,30990,Vizcaya,48,AUDI A5 2.0 TDI 110kW S tronic Sportback 5p,AUTOMATIC,1,2017,profesional,Berlina,1968,5,150,https://www.coches.net/audi-a5-20-tdi-110kw-s-tronic-sportback-5p-diesel-2018-en-vizcaya-54627352-covo.aspx,2023-04-08T083341+0200,2023-04-09T164704+0200
WHITE,1,Diésel,54677485,109000,AUDI,4,A4 Allroad Quattro,925,28990,Guipúzcoa,20,AUDI A4 Allroad Quattro 2.0 TDI 140kW 190CV quattro S tronic 5p,AUTOMATIC,1,2018,profesional,Familiar,1968,5,190,https://www.coches.net/audi-a4-allroad-quattro-20-tdi-140kw-190cv-quattro-s-tronic-5p-diesel-2018-en-guipuzcoa-54677485-covo.aspx,2023-04-08T082541+0200,2023-04-09T164718+0200
WHITE,1,Diésel,54699412,125000,AUDI,4,Q5,904,32500,Guipúzcoa,20,AUDI Q5 2.0 TDI 140kW 190CV quattro S tronic 5p,AUTOMATIC,1,2018,profesional,4x4 SUV,1968,5,190,https://www.coches.net/audi-q5-20-tdi-140kw-190cv-quattro-s-tronic-5p-diesel-2018-en-guipuzcoa-54699412-covo.aspx,2023-04-08T082241+0200,2023-04-09T164735+0200
